0002555BBE359440D6CEB34B699D3932,510.0,1613.0,97.0,17.0,8054.0
0008B3E338CE8C3377E071A4D80D3694,545.0,1668.0,101.0,17.0,8069.0
000A4EBF1CEB9C6BD9978D4362493C6E,358.0,1140.0,76.0,16.0,5681.0
000B8D660A329BBDBF888500E4BD8B98,562.0,1591.0,107.0,15.0,8019.0
000C15EFBDF58CAED528C09E597484EC,547.0,1542.0,102.0,16.0,8116.0
000CCA239BFDC0ABE2895AC9086C4290,12.0,36.0,3.0,17.0,166.0
00117D7CCD47D125E77163A7AC2C66EB,451.0,1309.0,94.0,14.0,6682.0
0011B1575B9F5398BBC0F27EA560D631,284.0,780.0,50.0,16.0,3731.0
0012175D1505490267F025EAD9416CDD,58.0,161.0,11.0,15.0,825.0
0012703023AC1788D34F6694908900FC,423.0,1797.0,105.0,18.0,7981.0
001755823155165E769E3CDFC7EAB87F,136.0,272.0,25.0,11.0,1523.0
00184958F5D5FD0A9EC0B115C5B55796,429.0,863.0,72.0,13.0,4784.0
001B5364A9CAEC8250250BC05E28693D,721.0,1561.0,125.0,13.0,8630.0
001B589A8CE9336B13431595AC15B718,224.0,626.0,44.0,15.0,3242.0
001C8AAB90AEE49F36FCAA7B4136C81A,544.0,1885.0,93.0,21.0,8596.0
001EEDEA00E57988EF5213BCDD0D6B7C,434.0,1269.0,92.0,14.0,6331.0
0022A86EEFEE75C5224C53AE81339793,741.0,2152.0,155.0,14.0,10604.0
0023CF49F98E4F04AFF553B958952227,433.0,1307.0,82.0,16.0,6241.0
0023F3BF32C268EAFDF2C82CB3CECF8E,387.0,970.0,72.0,14.0,5052.0
0025133AD810DBE80D35FCA8BF0BCA1F,621.0,1621.0,106.0,16.0,8148.0
002C093A2CB9FD40C8C54AB5D158FC47,592.0,1445.0,121.0,13.0,7731.0
002D30B52456EC2B4D25365A2C5BDB49,406.0,894.0,68.0,14.0,4754.0
002FE84F0EA642650A650C2BE875DDD3,409.0,1208.0,84.0,15.0,5766.0
0031E634F79DA0E6B01239A8017F5928,291.0,670.0,52.0,13.0,3970.0
003238F3E0623D554E28DB105C6B9A78,461.0,1288.0,98.0,14.0,8796.0
00360896E0AB8AEAE9A4B5915CA65CBD,670.0,1802.0,114.0,16.0,8654.0
00374328FBA75FBFCA7522671250F573,385.0,1257.0,72.0,18.0,5816.0
003A4E7151035D313A6778DE13A2F326,280.0,736.0,43.0,18.0,3427.0
003B75F3C6DD9A2346863D23E7049632,235.0,545.0,39.0,15.0,2816.0
003C68DFE1EBE120556D011948C78829,335.0,1676.0,70.0,25.0,7617.0
003FF52A9651094CC28AE83F3BCE3E5E,569.0,1588.0,108.0,15.0,8094.0
00447A6197DBB329FBF764139ACA6EC4,177.0,1801.0,79.0,23.0,6692.0
0046F1E91AA13DEDE4F6EE775C6293AB,373.0,1321.0,83.0,16.0,6190.0
00486F5C8B21F0BB4128910CDBFDEA76,493.0,1714.0,94.0,19.0,7897.0
004B01C34C9C43A30A4D83C4DCCE7AF9,337.0,950.0,72.0,14.0,5672.0
004E21AE71DAD36F00EEF508F811D886,170.0,426.0,30.0,15.0,2098.0
005195D23A99D318120C96A782F67DA6,887.0,2245.0,144.0,16.0,11250.0
00567B1CBFD51DDFAC73359B09238922,456.0,989.0,83.0,12.0,5431.0
0057CCB5BA8D29E343B3D6D275AB22D3,659.0,176.0,112.0,2.0,8907.0
005DC767BC7CA7827D0923790CF212B6,784.0,1489.0,131.0,12.0,8723.0
005FD3D80544763EF3F582E11790BDDB,138.0,267.0,21.0,13.0,1463.0
006114F940CB87B3ABDCE9BF6DF6FCC4,1049.0,2846.0,193.0,15.0,14168.0
006313464EC98A24BB4EBC1E2419E439,536.0,1349.0,96.0,15.0,6949.0
006B6BD90C7B5C98599FBF541D056513,544.0,1357.0,98.0,14.0,6823.0
006C6938FF4E2627327A02A2C8CEE2BB,433.0,1118.0,74.0,16.0,5644.0
006FAD57CE21BB431C86C2845150765E,640.0,1772.0,129.0,14.0,9421.0
00711D0CC3FB5BC905BB62D9B62296D6,670.0,1929.0,129.0,15.0,9407.0
007202387C4274C570D9CB72943FC873,2.0,2.0,1.0,17.0,11.0
0072F4F6B00568FE172D53CC81F4B4AD,216.0,536.0,38.0,15.0,2749.0
007357E7FFE212879B9B85C7F4681AE5,507.0,1760.0,103.0,18.0,7909.0
0073D84E90301763B64DFF7123ABD0FA,139.0,1225.0,40.0,32.0,4875.0
0074114ECFC6F04AA153AE4DE748888D,587.0,1461.0,106.0,14.0,7657.0
007439EEDB510EF8277C567BD200B08F,610.0,1568.0,124.0,13.0,8229.0
0075074AAB6B6B98194D0D7AB8749ED8,329.0,848.0,56.0,16.0,4296.0
00759C8ECBA7565D691CCE0D2AA9B652,471.0,987.0,83.0,12.0,5500.0
0075CAC8E8BDF2B951B065D726AC8233,411.0,1155.0,85.0,14.0,5801.0
0076E6E106BEAE257AF7368C89AFCF4D,438.0,1481.0,80.0,19.0,6804.0
