lat,lon,count
40.392,-74.377,1
40.393,-73.078,1
40.393,-73.191,1
40.393,-74.172,1
40.393,-74.215,1
40.393,-74.354,1
40.394,-73.955,1
40.394,-73.986,1
40.394,-74.443,1
40.395,-73.855,1
40.395,-74.067,1
40.395,-74.194,1
40.396,-74.057,1
40.396,-74.081,1
40.396,-74.202,1
40.396,-74.36,1
40.397,-73.227,1
40.397,-73.43,1
40.397,-73.843,1
40.397,-74.028,1
40.397,-74.369,3
40.398,-73.044,1
40.398,-73.193,1
40.398,-73.71,1
40.398,-74.071,1
40.398,-74.089,1
40.398,-74.216,1
40.398,-74.373,1
40.398,-74.421,1
40.399,-72.346,1
40.399,-73.185,1
40.399,-73.99,1
40.399,-74.352,1
40.399,-74.681,1
40.4,-73.929,1
40.4,-73.934,1
40.4,-73.957,1
40.4,-73.962,1
40.4,-73.967,1
40.4,-73.979,1
40.4,-73.981,1
40.4,-73.988,1
40.4,-73.992,2
40.4,-73.997,1
40.4,-74.147,1
40.4,-74.197,1
40.4,-74.363,1
40.401,-73.201,1
40.401,-73.409,1
40.401,-73.949,1
40.401,-74.196,1
40.401,-74.387,1
40.402,-72.879,1
40.402,-74.215,1
40.403,-73.225,1
40.403,-73.583,1
40.403,-73.847,1
40.403,-73.935,1
40.403,-74.321,1
40.404,-73.719,1
40.404,-73.863,2
40.404,-74.107,1
40.404,-74.114,2
40.404,-74.222,1
40.405,-73.203,1
40.405,-73.945,1
40.405,-73.952,1
40.405,-73.965,1
40.405,-74.101,1
40.405,-74.172,1
40.405,-74.307,1
40.405,-74.39,1
40.406,-73.448,1
40.406,-73.738,1
40.406,-73.927,1
40.406,-73.949,1
40.406,-73.975,1
40.406,-73.997,1
40.406,-74.032,1
40.406,-74.121,1
40.406,-74.322,1
40.407,-73.194,1
40.407,-74.094,1
40.407,-74.155,1
40.407,-74.173,1
40.407,-74.202,2
40.407,-74.259,1
40.407,-74.273,1
40.407,-74.31,1
40.408,-73.889,2
40.408,-74.093,1
40.408,-74.206,1
40.408,-74.263,1
40.408,-74.283,1
40.408,-74.576,1
40.409,-73.692,1
40.409,-74.122,1
40.409,-74.123,1
40.409,-74.292,1
40.409,-74.309,1
40.409,-74.371,1
40.409,-74.398,1
40.411,-73.946,1
40.411,-74.046,1
40.411,-74.13,1
40.411,-74.167,1
40.411,-74.226,1
40.411,-74.233,1
40.411,-74.303,2
40.411,-74.324,1
40.411,-74.341,1
40.411,-74.418,1
40.412,-73.202,1
40.412,-73.993,1
40.412,-74.007,1
40.412,-74.162,1
40.412,-74.281,1
40.412,-74.298,1
40.412,-74.54,1
40.413,-73.888,3
40.413,-74.302,1
40.413,-74.43,1
40.414,-73.943,1
40.414,-74.135,1
40.414,-74.196,1
40.414,-74.363,1
40.415,-73.576,1
40.415,-74.191,1
40.415,-74.27,1
40.415,-74.79,1
40.416,-73.589,1
40.416,-73.662,1
40.416,-74.053,1
40.416,-74.116,1
40.416,-74.172,1
40.416,-74.294,1
40.417,-73.604,1
40.417,-73.764,1
40.417,-73.97,1
40.417,-73.985,1
40.417,-73.987,1
40.417,-73.991,1
40.417,-73.992,1
40.417,-74,1
40.417,-74.001,1
40.417,-74.006,1
40.417,-74.014,1
40.417,-74.037,1
40.417,-74.063,1
40.417,-74.225,1
40.417,-74.228,1
40.417,-74.279,1
40.417,-74.382,1
40.417,-74.581,1
40.418,-73.682,1
40.418,-73.927,1
40.418,-74.186,1
40.418,-74.213,1
40.418,-74.214,1
40.418,-74.223,1
40.418,-74.26,1
40.419,-73.825,7
40.419,-73.997,1
40.419,-74.056,1
40.419,-74.319,1
40.419,-74.338,1
40.42,-73.391,1
40.42,-73.879,1
40.42,-74.049,1
40.42,-74.091,1
40.42,-74.112,1
40.42,-74.132,1
40.42,-74.225,1
40.42,-74.322,1
40.42,-74.411,1
40.421,-73.12,1
40.421,-73.122,1
40.421,-73.946,1
40.421,-74.086,1
40.421,-74.186,1
40.421,-74.224,2
40.421,-74.23,1
40.421,-74.232,1
40.421,-74.304,1
40.421,-74.31,1
40.421,-74.365,1
40.422,-73.12,1
40.422,-73.683,1
40.422,-74.104,2
40.422,-74.161,1
40.422,-74.206,1
40.422,-74.217,1
40.422,-74.283,1
40.422,-74.325,1
40.422,-74.356,1
40.422,-74.56,1
40.423,-73.117,1
40.423,-73.191,1
40.423,-73.907,1
40.423,-73.945,1
40.423,-74.078,1
40.423,-74.137,1
40.423,-74.223,1
40.423,-74.523,1
40.424,-73.971,1
40.424,-74.077,1
40.424,-74.08,2
40.424,-74.148,1
40.424,-74.234,1
40.424,-74.255,2
40.424,-74.284,1
40.424,-74.405,1
40.424,-74.58,1
40.425,-73.122,1
40.425,-73.799,1
40.425,-74.306,1
40.425,-74.725,1
40.426,-73.456,4
40.426,-73.789,1
40.426,-74.153,1
40.426,-74.24,1
40.426,-74.356,1
40.426,-74.36,1
40.426,-74.363,1
