lat,lon,count
40.734,-73.987,16536
40.757,-73.969,16522
40.754,-73.973,16521
40.73,-73.984,16517
40.744,-73.977,16513
40.763,-73.963,16511
40.77,-73.967,16505
40.759,-73.994,16501
40.742,-73.991,16493
40.728,-73.995,16476
40.759,-73.983,16475
40.757,-73.984,16469
40.748,-73.973,16456
40.757,-73.985,16442
40.749,-73.985,16434
40.78,-73.96,16431
40.751,-73.992,16422
40.755,-73.986,16390
40.774,-73.955,16375
40.746,-73.99,16371
40.727,-73.983,16361
40.776,-73.98,16360
40.773,-73.956,16335
40.744,-73.976,16330
40.76,-73.977,16314
40.764,-73.992,16301
40.727,-73.996,16296
40.79,-73.966,16282
40.76,-73.965,16272
40.72,-73.999,16259
40.761,-73.977,16253
40.726,-74.002,16248
40.729,-74,16240
40.748,-73.983,16221
40.755,-73.999,16220
40.758,-73.991,16213
40.751,-73.982,16209
40.727,-73.98,16181
40.761,-74.002,16177
40.707,-74.005,16177
40.76,-73.992,16171
40.746,-73.975,16171
40.767,-73.953,16157
40.765,-73.962,16141
40.757,-73.987,16132
40.747,-73.974,16113
40.774,-73.951,16094
40.773,-73.979,16083
40.741,-73.981,16073
40.765,-73.961,16059
40.728,-73.993,16047
40.759,-73.962,16009
40.716,-74.015,15997
40.789,-73.978,15985
40.767,-73.984,15978
40.764,-73.983,15975
40.739,-74.008,15974
40.72,-74.009,15971
40.79,-73.975,15969
40.723,-73.995,15967
40.723,-73.986,15962
40.763,-73.98,15943
40.734,-73.989,15943
40.748,-73.974,15936
40.736,-73.982,15931
40.786,-73.955,15895
40.773,-73.978,15880
40.728,-73.999,15861
40.789,-73.974,15856
40.77,-73.951,15849
40.763,-73.959,15836
40.73,-74.007,15817
40.733,-73.985,15772
40.787,-73.968,15760
40.743,-73.986,15753
40.758,-73.992,15742
40.731,-74.004,15727
40.754,-73.987,15684
40.788,-73.953,15676
40.779,-73.985,15671
40.743,-74.008,15659
40.76,-73.978,15652
40.795,-73.972,15641
40.75,-73.976,15603
40.756,-73.985,15597
40.764,-73.989,15595
40.786,-73.972,15575
40.729,-73.984,15569
40.71,-74.016,15547
40.78,-73.984,15530
40.722,-74.004,15499
40.763,-73.971,15499
40.76,-73.979,15495
40.747,-73.984,15471
40.728,-73.982,15468
40.759,-73.993,15465
40.77,-73.965,15455
40.762,-73.994,15449
40.747,-74.008,15448
40.766,-73.966,15447
40.748,-74,15446
40.76,-73.971,15442
40.776,-73.987,15442
40.776,-73.961,15440
40.709,-74.011,15423
40.772,-73.951,15419
40.784,-73.957,15406
40.74,-73.999,15393
40.76,-73.996,15384
40.737,-73.979,15367
40.728,-73.994,15360
40.79,-73.973,15346
40.706,-74.006,15289
40.723,-73.993,15284
40.778,-73.953,15267
40.727,-73.986,15253
40.761,-73.978,15246
40.749,-73.977,15230
40.639,-73.786,15213
40.719,-74.005,15198
40.724,-73.979,15152
40.745,-74.006,15146
40.766,-73.964,15139
40.728,-73.986,15127
40.736,-73.987,15124
40.768,-73.957,15122
40.775,-73.988,15086
40.758,-73.981,15059
40.769,-73.963,15053
40.77,-73.952,15027
40.722,-74,15026
40.754,-73.989,15021
40.724,-73.992,15015
40.744,-73.985,15015
40.781,-73.973,14990
40.77,-73.864,14989
40.75,-73.986,14988
40.721,-74.004,14983
40.741,-73.993,14974
40.759,-73.963,14946
40.783,-73.971,14945
40.724,-74.003,14936
40.73,-73.998,14926
40.763,-73.984,14909
40.762,-73.963,14901
40.762,-74.001,14883
40.733,-74.007,14880
40.738,-73.993,14854
40.719,-73.99,14849
40.776,-73.953,14839
40.777,-73.95,14824
40.779,-73.945,14820
40.785,-73.97,14788
40.771,-73.987,14776
40.737,-73.988,14774
40.725,-73.984,14767
40.767,-73.986,14764
40.752,-73.973,14752
40.77,-73.962,14746
40.737,-73.987,14740
40.771,-73.962,14739
40.749,-73.975,14728
40.757,-73.994,14716
40.783,-73.974,14716
40.785,-73.979,14715
40.745,-73.986,14712
40.766,-73.991,14706
40.751,-74.005,14694
40.775,-73.981,14675
40.783,-73.958,14671
40.732,-74.004,14661
40.717,-74.004,14654
40.771,-73.983,14651
40.74,-73.998,14648
40.766,-73.984,14614
40.756,-73.964,14608
40.781,-73.953,14555
40.766,-73.977,14549
40.761,-74,14546
40.787,-73.978,14512
40.786,-73.953,14505
40.747,-73.993,14502
40.732,-73.996,14493
40.769,-73.965,14487
40.75,-73.973,14481
40.747,-73.98,14462
40.75,-73.978,14449
40.75,-73.982,14437
40.756,-73.994,14432
40.773,-73.962,14426
40.726,-73.989,14423
40.705,-74.007,14418
40.78,-73.977,14417
40.786,-73.978,14412
40.732,-73.991,14409
40.803,-73.964,14404
40.738,-74.006,14404
40.785,-73.949,14399
40.756,-73.992,14384
40.761,-73.982,14376
40.739,-73.995,14370
40.719,-74.002,14367
40.733,-73.988,14366
40.748,-73.984,14358
40.762,-73.981,14357
40.768,-73.959,14346
40.782,-73.949,14336
40.734,-74.006,14324
40.749,-73.993,14317
40.777,-73.983,14243
40.741,-73.984,14240
40.725,-74.003,14235
40.756,-73.98,14229
40.782,-73.976,14189
40.777,-73.96,14181
40.749,-73.97,14174
40.762,-73.967,14172
40.721,-74.001,14162
40.725,-73.99,14155
40.75,-73.98,14126
40.73,-73.992,14126
40.766,-73.987,14121
40.766,-73.97,14121
40.761,-73.964,14065
40.723,-74.005,14064
40.783,-73.959,14063
40.748,-73.98,14054
40.773,-73.963,14053
40.721,-73.995,14048
40.741,-74.002,14045
40.649,-73.782,14014
40.695,-74.177,14000
40.773,-73.959,13989
40.761,-73.958,13978
