0002555BBE359440D6CEB34B699D3932,515.0,1872.0,113.0,17.0,8620.0
0008B3E338CE8C3377E071A4D80D3694,234.0,703.0,49.0,15.0,3577.0
000A4EBF1CEB9C6BD9978D4362493C6E,114.0,341.0,23.0,15.0,1728.0
000B8D660A329BBDBF888500E4BD8B98,637.0,2010.0,124.0,17.0,9937.0
000C15EFBDF58CAED528C09E597484EC,313.0,840.0,57.0,15.0,4364.0
00117D7CCD47D125E77163A7AC2C66EB,500.0,1424.0,102.0,15.0,7766.0
0011B1575B9F5398BBC0F27EA560D631,539.0,1321.0,93.0,15.0,6615.0
0012703023AC1788D34F6694908900FC,508.0,1904.0,136.0,15.0,9690.0
001755823155165E769E3CDFC7EAB87F,57.0,184.0,15.0,13.0,953.0
00184958F5D5FD0A9EC0B115C5B55796,526.0,1358.0,102.0,14.0,6929.0
001916B0A5713FF05D936EFF82EEBA02,622.0,1986.0,131.0,16.0,9777.0
001B5364A9CAEC8250250BC05E28693D,424.0,900.0,81.0,12.0,5316.0
001B589A8CE9336B13431595AC15B718,189.0,562.0,40.0,15.0,2858.0
001C8AAB90AEE49F36FCAA7B4136C81A,361.0,1412.0,64.0,23.0,6095.0
001DF38EF9D491741DE51A9B5B5E62C0,25.0,46.0,5.0,12.0,264.0
001EEDEA00E57988EF5213BCDD0D6B7C,420.0,1316.0,98.0,14.0,6643.0
0022A86EEFEE75C5224C53AE81339793,632.0,2876.0,163.0,18.0,10919.0
0023CF49F98E4F04AFF553B958952227,572.0,1481.0,110.0,14.0,7573.0
0023F3BF32C268EAFDF2C82CB3CECF8E,412.0,1147.0,85.0,14.0,5866.0
0025133AD810DBE80D35FCA8BF0BCA1F,579.0,1552.0,101.0,16.0,7687.0
002C093A2CB9FD40C8C54AB5D158FC47,561.0,1511.0,125.0,13.0,8035.0
002D30B52456EC2B4D25365A2C5BDB49,337.0,939.0,63.0,15.0,4627.0
002FE84F0EA642650A650C2BE875DDD3,410.0,1116.0,89.0,13.0,5770.0
0031E634F79DA0E6B01239A8017F5928,356.0,779.0,63.0,13.0,4559.0
003238F3E0623D554E28DB105C6B9A78,402.0,1314.0,96.0,14.0,7719.0
00360896E0AB8AEAE9A4B5915CA65CBD,714.0,1922.0,134.0,15.0,9835.0
00374328FBA75FBFCA7522671250F573,513.0,1599.0,92.0,18.0,7727.0
0037DB88DC94749B92165F084ED56379,779.0,1724.0,157.0,12.0,9806.0
003A4E7151035D313A6778DE13A2F326,346.0,883.0,57.0,16.0,4265.0
003B75F3C6DD9A2346863D23E7049632,185.0,428.0,34.0,13.0,2287.0
003C68DFE1EBE120556D011948C78829,387.0,2486.0,97.0,26.0,10264.0
003FF52A9651094CC28AE83F3BCE3E5E,461.0,1560.0,100.0,16.0,7283.0
00447A6197DBB329FBF764139ACA6EC4,163.0,1784.0,78.0,24.0,6661.0
0046F1E91AA13DEDE4F6EE775C6293AB,461.0,1601.0,110.0,15.0,7690.0
00486F5C8B21F0BB4128910CDBFDEA76,593.0,2005.0,119.0,17.0,9472.0
004B01C34C9C43A30A4D83C4DCCE7AF9,476.0,1561.0,116.0,14.0,8632.0
004E21AE71DAD36F00EEF508F811D886,191.0,416.0,32.0,14.0,2243.0
005195D23A99D318120C96A782F67DA6,843.0,2284.0,150.0,16.0,11317.0
0053D3552CA5D0DAEFA81AD173EDF29C,57.0,122.0,11.0,12.0,692.0
00567B1CBFD51DDFAC73359B09238922,451.0,916.0,83.0,12.0,5343.0
0057CCB5BA8D29E343B3D6D275AB22D3,781.0,1523.0,139.0,11.0,10853.0
005B569A24426D53BF6F04AE149B7FA5,451.0,1348.0,88.0,16.0,6783.0
005DC767BC7CA7827D0923790CF212B6,278.0,642.0,56.0,12.0,3508.0
005FD3D80544763EF3F582E11790BDDB,115.0,290.0,19.0,16.0,1416.0
006114F940CB87B3ABDCE9BF6DF6FCC4,640.0,1936.0,126.0,16.0,9505.0
006313464EC98A24BB4EBC1E2419E439,409.0,1198.0,83.0,15.0,5939.0
0068EA2EB99A54B615B9085192D40615,210.0,575.0,40.0,15.0,2810.0
006B6BD90C7B5C98599FBF541D056513,544.0,1324.0,102.0,14.0,6917.0
006C6938FF4E2627327A02A2C8CEE2BB,246.0,692.0,45.0,16.0,3364.0
006F4A25C7633173943ADB5678E166C3,223.0,602.0,41.0,15.0,3005.0
006FAD57CE21BB431C86C2845150765E,263.0,784.0,56.0,15.0,3984.0
00711D0CC3FB5BC905BB62D9B62296D6,783.0,2329.0,157.0,15.0,11515.0
00725588681CA8E11EE0C48BC9CD3896,704.0,1684.0,125.0,14.0,9055.0
0072F4F6B00568FE172D53CC81F4B4AD,678.0,1696.0,114.0,15.0,8553.0
007357E7FFE212879B9B85C7F4681AE5,608.0,1990.0,126.0,16.0,9390.0
0073D84E90301763B64DFF7123ABD0FA,132.0,1242.0,43.0,29.0,4942.0
007439EEDB510EF8277C567BD200B08F,398.0,1084.0,80.0,14.0,5507.0
00747A7A258EDA14455C5100DA6E95A2,107.0,160.0,19.0,9.0,1045.0
0075074AAB6B6B98194D0D7AB8749ED8,137.0,356.0,26.0,14.0,1876.0
00759C8ECBA7565D691CCE0D2AA9B652,759.0,1811.0,141.0,13.0,9458.0
0075CAC8E8BDF2B951B065D726AC8233,562.0,1827.0,137.0,14.0,9458.0
0076E6E106BEAE257AF7368C89AFCF4D,459.0,1520.0,79.0,20.0,7085.0
00771DD1930D7E9DE99057A7916665B1,358.0,891.0,62.0,15.0,4766.0
0077228F0441716B47A65553E0A789FF,178.0,405.0,34.0,13.0,2203.0
0078BA33E03313B58559834168E7495F,742.0,2207.0,145.0,16.0,10977.0
00794072CB329FE0112926F05AA1B688,121.0,439.0,27.0,17.0,2136.0
007944DEAF33EF8D449782F61A5BC216,299.0,679.0,58.0,12.0,3837.0
007A9790EC126510976E5504A1B55E0E,430.0,1922.0,105.0,19.0,8549.0
007C449884893B68BCA167A10B4F32B3,434.0,959.0,91.0,11.0,5606.0
007E686365B4421FB22F8F2FAF21FBC1,447.0,1106.0,84.0,14.0,5921.0
007F93CB46765D45955D47C72BB35FDD,455.0,1247.0,91.0,14.0,6215.0
0080BF52B83308D6C765F4D18B409303,330.0,2040.0,103.0,20.0,7795.0
0085204AEBDD4D803C3BC9FD6846682C,383.0,1029.0,85.0,13.0,5134.0
0086B9E2B25EA077F9C2C82494BFA1AC,730.0,2885.0,159.0,19.0,12835.0
008B6475D6D0D689BDAEE47700410F4C,609.0,1296.0,117.0,12.0,7778.0
008BB66DD209F897648E65DDE09C2378,344.0,902.0,67.0,14.0,4697.0
008D092AF609A4F8464C54A0E54C836B,545.0,1876.0,105.0,18.0,8699.0
0091088BB742146A7C4190D728340912,643.0,1695.0,136.0,13.0,8995.0
00965D1531C922D5EE0797364D5BCB83,407.0,1366.0,83.0,17.0,6414.0
00999BBEB5BE1EDA501E5A0A7C7A2F99,601.0,1647.0,120.0,14.0,8195.0
0099E592EFFE5F7E0D32ABBA51550B32,675.0,1603.0,144.0,12.0,8743.0
0099F69B29CD2AC8C547A48E57754C0B,632.0,2021.0,124.0,17.0,9778.0
009CA3CF68D1C579C8AA4BABE6CA74E9,615.0,1476.0,117.0,13.0,7946.0
009DFB1155173E088D7451FDEC84075B,348.0,1076.0,82.0,14.0,5894.0
00A1DE03204248F82D05A0849F7182FD,432.0,1545.0,89.0,18.0,7160.0
00A290CDF574658C1CB18E254DB65046,598.0,2077.0,128.0,17.0,9416.0
00A2DC1380E44036AFD1EA28FA133F9A,649.0,1604.0,138.0,12.0,8825.0
00A3C5AD12E5AE6EF174D5C850F7CF86,461.0,979.0,90.0,11.0,5516.0
00A4FE56E610A60BB4488B38DC65B8FF,566.0,1732.0,111.0,16.0,8491.0
00A84F2983BCE93E943137C590D631D7,610.0,1740.0,110.0,16.0,8214.0
00A90BCCF8D8E05AEDD61CCD3BCF3054,150.0,403.0,29.0,15.0,1966.0
00AAB65B5320CEA54CCA710A344F69D5,63.0,427.0,18.0,25.0,1611.0
00AAD23AB59533372077C95F9E16EDF4,196.0,576.0,40.0,15.0,2810.0
00AB4013E0A979933561660D5DEED019,395.0,1254.0,71.0,18.0,6266.0
00AE05F56D451E89E6F83EBE384FF5E6,464.0,1261.0,94.0,14.0,6299.0
00B0CB12FE489A784B4B423D775CC74D,46.0,141.0,8.0,18.0,654.0
00B1DC227BA089047F1236C21B1AA1F8,209.0,751.0,46.0,17.0,3499.0
00B442110FA2D04A167DB0C9E7C73545,667.0,1654.0,131.0,13.0,8722.0
00B7691D86D96AEBD21DD9E138F90840,1400.0,76.0,124.0,1.0,9118.0
